time_seconds,pv_output_kw,ess_output_kw,soc
271.0,599.9999999999986,20,0.8181231754023552
272.0,653.552102065864,12.097093413549143,0.8120746286955807
273.0,684.7100670886272,20,0.8020746286955807
274.0,679.6548019107681,20,0.7920746286955807
275.0,638.4416930754572,0.0,0.7920746286955807
276.0,574.9999999999998,0.0,0.7920746286955807
277.0,511.83221215612855,0.0,0.7920746286955807
278.0,471.4378180525423,0.0,0.7920746286955807
279.0,467.73710709661447,0.0,0.7920746286955807
280.0,500.7706250520045,0.0,0.7920746286955807
281.0,556.6987298107774,0.0,0.7920746286955807
282.0,613.101252347117,0.0,0.7920746286955807
283.0,647.5528258147568,10.413012202713734,0.7868681225942238
284.0,646.198271592825,0.0,0.7868681225942238
285.0,609.0524304608331,0.0,0.7868681225942238
286.0,549.999999999999,-10.014266276966888,0.7918752557327072
287.0,491.4953800023402,-20.085068188591126,0.8019177898270028
288.0,455.98696833379466,-14.131369685331796,0.8089834746696687
289.0,457.3415225557267,-16.814380488606062,0.8173906649139717
290.0,495.5442018886223,-15.480765656152862,0.8251310477420482
291.0,556.698729810778,-10.829986688577709,0.830546041086337
292.0,618.3276755104979,20,0.820546041086337
293.0,657.9484103556449,20,0.810546041086337
294.0,661.6491213115729,20,0.800546041086337
295.0,629.3892626146225,20,0.790546041086337
296.0,575.000000000001,-11.39638763836337,0.7962442349055187
297.0,520.8846426169632,-15.892981616557389,0.8041907257137973
298.0,489.4434986517374,-16.570772484473917,0.8124761119560343
299.0,494.49876382959656,-13.338385679086517,0.8191453047955776
300.0,535.9950516073702,20,0.8091453047955776
